file_name,transcription
english1.mp3,"﻿[pʰl̥iiːzkʰɑlˠ stɛlə æsk ɚ ɾə bɹɪ̃ŋ ðiiːz θɪ̃ŋz wɪθ ɚ fɹʌ̃m ðə stɔɹ sɪks spũunz əv fɹɛʃ snoʊ pʰiiːz faɪːv θɪk sl̥æːbz əv bluː ʧiiːz æn meɪbi ə snæk˺ fɚ hɚ bɹʌðɚ bɑːb wii ɑlˠso niiː̃ɾ ə smɑlˠ pʰl̥æstɪk˺ sneɪk æ̃n ə bɪːɡ tʰɔɪ fɹ̥ɑːɡ fɚ ðə kʰɪːdz ʃii kə̃n skʷuup˺ ðiiːz θɪŋ̃z ɪ̃ntə θɹ̥ii ɹɛːd˺ bæːɡz æ̃ːn wii wɪlˠ ɡoʊ miit hɚ wɛ̃nzdeɪ æt˺ ðə tʰɹ̥eɪ̃n steɪʃə̃n]
"
english10.mp3,"﻿[pʰl̥iːskʰɔl stɛla æ̝̃sk ə ɾə bɹĩŋ ðiːz θɪ̃ŋz wɪθ hɚ fɹʌ̃m ðə stɔəɹ sɪks spũːnz ʌv̥ fɹɛʃ snoʊ pʰɪːz faɪv̥ θɪk slæ̝̃ːbz ʌv̥ blu ʧiːz æ̃n meɪbiː ə snæ̃k fɚ hɚ bɹʌðɚ baːb wi ɔlso niːɾ ə smɔl pʰl̥æ̞stɪk snẽɪk ɛ̃n ə bɪɡ˺ tʰʊɪ fɹaːɡ fə ðə kʰɪdz̥ ʃi kæ̆n skup ðiz θɪ̃ŋz ɪ̃ ntʰə θɹi ɹɛ̝d bæ̝̃ːɡz æn wə wɪlˠ ɡoʊ miːt hɚ wɛ̃nzde æt ðə tɹẽɪn steɪʃɪn]
"
english100.mp3,"﻿[pʰliːzkɑlˠ stɛlə æsk həɹ ɾə bɹɪ̃ŋ ðiːz θɪ̃ŋz wɪθ həɹ fɹʌ̃m nə stɔɹ sɪks spũːnz əv fɹɛʃ ʃnoʊ pʰiːz faɪv θɪk slæbz əv blu tʃiːz æ̃n meɪbi ə snæk fəɹ həɹ bɹʌðəɹ bɑːb̚ wi ɔlsoʊ niːd ə smɔl plæstɪk sneɪk æ̃n ə bɪɡ tʰɔɪ fɹɑːɡ fə ðə kɪdz ʃi kə̃n skup ðiːz θɪ̃ŋz ɪ̃ntə θɹi ɹɛd bæːɡz æ̃n wi wɪl ɡoʊ mit həɹ wɛ̃nzdeɪ æt ðə tɹẽɪn steʃən]
"
english101.mp3,"﻿[pʰliːzkʰɑl stɛlə æsk həɹ ɾə bɹɪ̃ŋ n̪iːz θɪ̃ŋz wɪθ həɹ fɹə̃m ðə stɔːɹ sɪks spʉːnz əv fɹɛʃ snoʊ pʰiːz faɪv θɪk slæbz əv blu tʃiːz æ̃n meɪbi ə snæk fəɹ həɹ bɹʌðəɹ bɑːb wi ɑlsə nid ə smɑl plæstɪk sneɪk ɛ̃n ə bɪɡ tʰɔɪ fɹɑːɡ fəɹ ðə kɪdz ʃi kə̃n skʉp ðiz θɪ̃ŋz ɪ̃ntə θɹiː ɹɛd bæːɡz æ̃n wi wɪl ɡoʊ mit həɹ wɛ̃nzdeɪ æt ðə tɹẽɪn steɪʃə̃n]
"
english102.mp3,"﻿[pʰliːzkʰalˠ stɛlə æsk əɹ ɾə bɹɪ̃ŋ ðiːz θɪ̃ŋz wɪð əɹ fɹʌ̃m ðə stɔɹ sɪks spũːnz əv fɹɛʃ ʃnoʊ pʰiːz faɪv θɪk slæːbz əv bluː tʃiːz ə̃n meɪbi ə snæk fəɹ əɹ bɹʌðəɹ bɑːb wi alˠsoʊ niːd ə smɔl plæstɪk sneɪk ə̃n ə bɪɡ tʰɔɪ fɹɑːɡ fəɹ ðə kɪdz ʃi kə̃nː skup ðiːz θɪ̃ŋz ɪ̃ntə θɹi ɹɛd bæɡz ə̃n wi wɪl ɡoʊ miːʔ həɹ wɛ̃nzdeɪ ət ðə tɹẽɪn steɪʃə̃n]
"
english103.mp3,"﻿[pʰliːzkʰɔl stɛlə ɛsk ə ɾə bɹɪ̃ŋ ðiz θɪ̃ŋz wɪð ɚ fɹʌ̃m ðə stɔː sɪks spũːnz əv fɹɛʃ snoʊ pʰiːz faɪv θɪk slɛbz əv blu tʃiːz æ̃n meɪbi ə snæk fəɹ həɹ bɹʌðə bɔːb wi ɔlsoʊ niːd ə smɔl plɛstɪk sneɪk ɛ̃n ə bɪɡ tʰɔɪ fɹɑːɡ fə ðə kɪdz ʃi kə̃n skup ðiːz θɪ̃ŋz ɪ̃ntə θɹi ɹɛd bɛːɡz ə̃n wi wɪl ɡoʊ miʔ həɹ wɛ̃nz̚deɪ ət ðə tɹẽɪn steɪʃə̃n]
"
english104.mp3,"﻿[pʰliːzkʰɔl stɛlə æsk həɹ tə bɹɪ̃ŋ ðiːz θɪ̃ŋz wɪθ həɹ fɹʌ̃m nə stɔɹ sɪks spɛũnz əv fɹɛʃː snoʊ pʰiːz faɪv θɪk slæbz əv bluː tʃiːz æ̃n meɪbi ə snæ fəɹ həɹ bɹʌðəɹ baːb wiː ɔlsə niːd ə smɔl plæstɪk̚ sneɪk æ̃n ə bɪɡ tʰɔɪ fɹaːɡ fəɹ ðə kɪdz ʃəi kə̃n skuːp ðiːz θɪ̃ŋz ɪ̃ntə θɹiː ɹɛd bæːɡz æ̃m wi wɪl ɡoʊ miːt həɹ wɛ̃nzdeɪ ət ðə tɹẽɪn steɪʃə̃n] 
"
english11.mp3,"﻿[pʰl̥iːz̥kʰɑːl stɛ̝lʌ̆ ask ɜ tə bɹiŋ ðiz θiŋz wɪð ɜ fɹʌm ðə stɔə sɪks spu̟ːnz̥ ʌv̥ fɹɛʃ snoʊ pʰiːz̥ faɪv̥ θɪk slabz əv blu̟ ʧiːz ăn mebi ə snak fə hɜ bɹʌðɜ bɑ̆b wi ɔlso nid ə smɑːl plastɪk sneɪk an ə bɪɡ tʰɔɪ fɹɑɡ˺ fə ðə kɪdz̥ ʃi kʰən sku̟p˺ ðiz θɪŋz ɪntə θɹi ɹɛd bæ̆ɡz̥ wi wɪl ɡoʊ mit ɜ wɛnzde æt̪ʔ ðə tɹen steɪʃən]
"
english12.mp3,"﻿[pʰl̥iːz̥kɑl stɛlʌ æsk hɜ tŭ bɹiŋ ðiz̥ sɪŋz̥ wɪθ hɜ fɹʌm ðə stɔː sɪks spuːnz̥ əv̥ fɹɛʃ snoʊ pʰiːz̥ faɪv̥ θɪk slæbz̥ əv bluw ʧiːz̥ æ̆n meɪbi ə snæk˺ fə hɜ bɹʌðɜ bɑb wi ɑlso nid ə smɑl pʰl̥æstɪk sneɪk æ̆n ə bɪ̆ɡ̥ tɔɪ fɹɑɡ fə ðə kɪdz̥ ʃi kən skuwp˺ ðiz̥ siŋz̥ ɪ̃ntŭ θri ɹɛd˺ bæɡz̥ æn wɪl ɡo tʰŭ æn wi wil ɡoʊ mit hɜ wɛnz̥deɪ æ̆tʔ ðə tɹeɪn steɪʃən]
"
english13.mp3,"﻿[pʰl̥izkʰɒlˠ stɛlɑ ɑsk hɜ tʰŭ bɹĩŋ ðiz̪ sθĩŋz wɪθ hɜ fɹʌm ðə stoə sɪks spũːnz ʌv̥ fɹɛʃ snoʊ pʰiːz faɪv̥ θɪk slæbz ʌv bluː ʧiːz æn meɪbi ə snæk fə hə bɹʌðə bɒb wi ɒlso nid ə smɒl pʰl̥æstɪk sneɪk ə̃n ə bɪɡ̥ tʰɔɪ fɹɒɡ fə ðə kɪdz̪ ʃi kʰæ̆n skup ðiz̪ sθĩŋz ɪntʰŭ θɹi ɹɛd bæɡz æ̃n wi wɪl ɡo mit hɜ ɑ̃n wɛ̃nz̪deɪ æt̪˺ ðə tɹẽɪn stẽɪʃə̃n]
"
english14.mp3,"﻿[pʰl̥iːzkʰɑl stɛ̝lʌ æsk ɝ ɾə bɹĩŋ ðiːz θɪ̃ŋz wɪθ hɝ fɹʌ̆m ðə stoə̆ɹ sɪks spũ̞nz ə fɹɛːʃ snŏ̞ pʰɪiz faɪv̥ θɪk slæbz əv blu̞ ʧiːz ɛn mɛbi ə snæk fɝ ɝ bɹʌðɝ baːb̥ wi ɑltso nid ə smɑl pʰl̥æ̞stɪk sneɪk ɛn ə bɪɡ̥ tʰɔɪ fɹɒːɡ fə ðə kɪdz̥ ʃi kɛ̆n skup ðiz θɪ̃ŋz ɪ̃nɾə θɹi ɹɛd baɪ̆ɡz̥ æ̆n wi wɪl ɡŏ ɾə miɾ ɝ wɛ̝̃ːnzde æt ðə tɹẽn steʃɪ̆n]
"
english15.mp3,"﻿[pʰləĭzkʰaːlˠ stəɛlə æsk hɝ tʰə bɹəɪ̃ŋ ðəĭz θəɪ̃ŋz fɹʌ̃m hɝ wɪθ hɝ fɹə̃m ðə stɔɹ sɪk spuũnz ə fɹeʃ snə̆oʊ pʰəĭz fɑːv θɪkʰ slæbz ʌv bluu ʧəiz æ̃n meɪ̆bi ə snæk fɔɹ hɝ bɹʌðɚ bɑːb wii 
alsoʊnəid ə smɑlˠ pʰlæstɪk sneɪ̆k æ̃n ə bɪɡ tʰɔɪ fɹʌ̃m hɝ fɔɹ ðə kʰiɪdz ʃii kʰn̩ skuup ðiiz θəɪ̃ŋz ɪ̃ntə θɹii ɹɛ̝d bæɡz æ̃n wi wʌlˠ ɡə̆oʊ məĭt˺ hɝ wɪ̃nzdeɪ̆ ɛt̪ ðə tʰɹeɪ̆n steɪʃn̩]
"
english16.mp3,"﻿[pʰl̥ə̆ɪzkɑl stɛlə æsk hɚ tu bɹɪŋ ðə̆is θəɪ̃ŋɡ̥s w̥ɪð hɚ fɹəm ðə stɔːɹ sɪks spu̝nz əv̥ fɹɛʃ snoʊv̥ pʰə̆is̬ faːvs̬ː θik slæəbz ə blu ʧə̆iz ɛn mɛɪbi ə snæk˺ fɚ hɚ bɹʌðɚ bɔːb wə̆i ɔlsɔ niːd eɪ smɔl plæstɪk sneɪk ɔːɹ eɪ bɪɡ tʊ̆ɔɪ fɹɑɔ̆ɡ fə̆ ðə kʰiə̆dz̥ ʃi ken sku̝p ðiːs̬ θə̃ɪŋks ɪntu̝ θɹi ɹɛd bæːɡ̥s wi wʉːlˠ ɡoʊ miːt˺ hɚ wĕɪnzdeɪ æt ðə tɹeɪn steɪʃə̃]
"
english17.mp3,"﻿[pʰlə̆izkɔlˠ stɛlʌ æsk ɚ ɾə bɹɪ̃ŋ ðoʊs s̪ɪ̃ŋz̥ wɪðɚ fɹɔm ðə stoəɹ sɪks spu̝nz əv̥ fɹɛʃ snoʊ pʰə̆iːz faːv̥ θɪk slæbz ʌv blu̝ ʧə̆iːz æn meɪbi ə snæk fɔɹ hɚ bɹʌðɚ bɔb wi ɒlsɔ nid ə smɔːl plæstɪk sneɪk ænʌ bɪɡ tɔɪɹ fɹʷɔːɡ fɔɹ ðə kiədz ʃi kə̃n sku̝p ðiːs s̪əɪŋɡz ɪntʊ θɹiː ɹːɛd bæːɡz æn wi wɪlˠ ɡoʊɽə̆ʔ ɡoʊ miːt˺ ɚ wɪ̃nzdiː æt ðə tɹeɪ̃n steɪʃɪn]
"
english18.mp3,"﻿[pʰl̥əizkɔl stəɛlʌ æsk hɝ tʰŭ bɹə̆ɪ̃ŋ ðiːz θɪŋz wɪθ hɝ fɹʌm ðə stoəɹ sɪks spũ̝ːnz ʌv̥ fɹɛʃ snoʊ̆ pəiːz faːv θɪk slæbz əv̆ blu̝ ʧiːz ɛ̆n mɛbi ə snæk fŏɹ hɝ bɹʌðɚ bɑːb wi also niːd ə smɑːl pʰl̥æstɪk sneɪk ɛn ə bɪɡ˺ tʰɔɪ fɹɔɡ fə ðə kʰiədz̥ ʃi kʰən sːku̝p ðiːz θəɪŋz̥ ɪntʰu θɹiː ɹed bæːɡz̥ ɛn wi wɪl ɡoʊ miːt hɝ wɪ̃nzdi æt ðə tɹeɪ̃n steɪʃən]
"
